Departamento,antioquia,arauca,atlantico,bolivar,boyaca,casanare,cauca,cesar,cordoba,cundinamarca,departamento nn,huila,magdalena,meta,nariño,norte de santander,putumayo,santander,sucre,tolima,vichada,caqueta,nd
Abril_2019,15656.029999999999,57632.98,402.62,12308.9,32395.649999999998,173311.35,529.31,24212.54,0.19,189.45999999999998,2719.77,23020.07,151.43999999999997,442807.12,258.76,2776.0299999999997,29014.949999999997,60273.14,35.43,13315.689999999999,0,0,0
Mayo_2019,15717.22,56797.16,403.58,14645.83,32537.05,173334.7,537.88,22936.28,0.22,191.91,2921.3,23098.780000000002,134.45000000000002,448726.36699999997,16.7,2638.26,28916.319999999996,57751.240000000005,36.67,13176.660000000003,0,0,0
Junio_2019,15826.45,59059.15699999999,422.47,16279.366666666667,31619.909999999996,172588.64266666668,503.25,19533.86,0.23,183.02,2814.22,23350.88,145.78,447187.24000000005,188.55,2639.02,27355.019999999997,59538.35500000001,32.11,12919.910000000002,0,0,0
Julio_2019,15763.519999999999,44494.5,520.48,16749.350000000002,31716.51,169353.99,452.79999999999995,20026.884193548387,0.25,188.59,2221.09,23602.870000000003,156.28,440212.74999999994,259.14,2129.71,29126.670000000002,58933.270000000004,34.28,12806.949999999999,0,0,0
Agosto_2019,13406.32,59460.29,443.94,16297.71,32241.57,167768.18,557.11,20436.5,0.28,187.66,2626.62,23743.29,154.01000000000002,444958.77,260.31,663.0500000000001,27681.460000000003,59329.68,33.45,12613.38,0,0,0
Septiembre_2019,14572.69,56718.64,380.79,16573.82,31772.46,167027.37,560.15,20148.22,0.27,227.66000000000003,2442.21,24182.84,149.59,442709.08999999997,263.5,574.77,28563.7,60470.15,34.49,12125.010000000002,0,0,0
Octubre_2019,15334.930000000002,59744.84,559.38,14740.36,31440.470000000005,165936.37999999998,518.92,19174.609999999997,0.3,241.35,2395.88,23649.45,147.02999999999997,448103.6,257.81,689.62,29377.780000000002,58798.86,32.4,11604.820000000002,0,0,0
Noviembre_2019,16403.71,57658.66,556.23,15703.73,31162.030000000002,168036.59999999998,618.29,20326.83,0.28,182.35999999999999,2230.47,23597.949999999997,140.42999999999998,443991.20999999996,260.16,1712.24,28314.210000000003,57827.49,33.69,11514.23,0,0,0
Diciembre_2019,17181.45,57142.340000000004,594.5,16692.49,30811.890000000003,164121.09000000003,680.73,19957.98,0.28,179.91,2012.74,23565.670000000002,136.74,445548.81999999995,260.09,2208.4900000000002,30076.32,59392.47,35.080000000000005,11623.23,0,0,0
Enero_2020,17399.75,53872.939999999995,595.82,16338.48,30739.21,161780.16999999998,760.9200000000001,19570.46,0.27,180.15,1985.28,23896.63,1192.38,451725.45,257.89,2425.88,28830.760000000002,60332.56,31.91,11997.659999999998,0,0,0
Febrero_2020,17085.709999999995,56602.61,574.81,16546.920000000002,30847.219999999994,162924.97,724.63,19474.940000000002,0.25,178.25,1775.5,25232.5,761.8100000000001,445176.46,246.23,2713.21,25292.579999999998,59256.89000000001,31.119999999999997,12942.69,0,0,0
