Departamento,antioquia,arauca,atlantico,bolivar,boyaca,casanare,cauca,cesar,cordoba,cundinamarca,departamento nn,huila,magdalena,meta,nariño,norte de santander,putumayo,santander,sucre,tolima,vichada,caqueta,nd
Marzo_2020,17126.88,58439.39,559.2,17745.53,30520.98,158200.52,551.9100000000001,17506.829999999998,0.24,178.03,0.0,24816.29,106.19000000000001,435554.86,191.78,2868.98,19886.700000000004,58937.76,28.87,13891.900000000001,0,0,0
Abril_2020,16049.87,55828.49,549.29,17613.780000000002,30032.370000000003,145266.93,0.0,14795.84,0.24,177.67,0.0,23708.160000000003,120.12,403772.84,0.0,2938.7,16591.34,55544.079999999994,28.25,13146.02,0,0,0
Mayo_2020,14065.05,56928.28999999999,540.22,17181.99,30208.89,118710.44,0.0,13675.000000000002,0.32,111.19,0.0,23356.619999999995,111.63,374288.88999999996,0.0,2783.43,16652.57,51021.520000000004,29.48,12610.619999999997,0,0,0
Junio_2020,13661.019999999999,58645.520000000004,531.72,16099.220000000001,29196.719999999998,123211.87999999998,0.0,13370.25,0.3,105.03,0.0,23001.749999999996,109.04,374122.68000000005,0.0,2593.81,15556.070000000002,47399.57,29.99,12270.57,0,0,0
Julio_2020,13931.74,58591.86,514.7,15435.82,28543.53,128393.22,0.0,13546.980000000001,0.32,106.35,0.0,22411.870000000003,111.18,380229.45,0.0,2420.91,13431.0,45382.75,26.0,11908.91,0,0,0
Agosto_2020,13724.19,57647.850000000006,513.44,13601.01,28328.54,134931.78,0.0,12935.310000000001,0.33,109.19,0.0,22184.68,113.36,383085.04,0.43,2378.45,14852.09,45620.8,29.659999999999997,12034.560000000003,0,0,0
Septiembre_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Octubre_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Noviembre_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Diciembre_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
