Empresa,ecopetrol sa,mansarovar energy colombia ltd,occidental de colombia inc,parex resources colombia,lewis energy colombia,union temporal omega energy,cepsa colombia sa cepcolsa,equion energia ltd,perenco colombia limited,colombia energy development,dcx sas,hocol sa,emerald energy de colombia plc,petroleos sudamericanos,frontera energy,verano energy (barbados) limited,new granada energy co,canacol energy colombia sas,cne oil and gas sas,grupo c&c energia (barbados) sucursal colombia,interoil colombia exploration and production,las quinchas resource corp,oiru corporation,vetra exploracion y produccion colombia sas,geopark colombia pn sa,pacific stratus energy,tabasco oil company,gran tierra energy colombia ltd,petroleos del norte sa,union temporal midas,conocophillips colombia ventures limited,geoproduction oil & gas company,cinco ranch petroleum colombia inc sucursal colombia,ongc videsh limited,tecpetrol colombia sas,bc exploracion y produccion de hidrocarburos sl,hupecol llc,iberoamericana de hidrocarburos cq exploracion y produccion sas,wattle petroleum company sas,amerisur exploracion colombia,gas petroleo y derivados de colombia sas petrocolombia sas,petrosantander (colombia) inc,kappa resources colombia ltd,ecopetrol,sogomy energy,ecopetrol llanos,meta petroleum,alange energy,petrominerales colombia ltd,nikoil energy corp,cepsa colombia sa,p1 energy delta corp,well logging,petrotesting colombia sa,santa maria petroleum inc,sipetrol sa,union temporal moriche ( pacific stratus energy),exxon mobil,petropuli ltda,union temporal ii&b,compañia operadora petrocolombia sas copp,consorcio campos de produccion,turkish petroleum international company,maurel & prom colombia bv,panatlantic colombia ltd sucursal en colombia,ingenieria construcciones y equipos conequipos ing sas,comtrol colombia sa,omniaenergy inc sucursal colombia en reorganizacion,carrao energy sa sucursal colomiba,lagosur petroleum colombia inc sucursal colombia,tpl colombia ltd sucursal colombia,invepetrol limited colombia,petroleos colombianos sa,"suelopetrol, ca sucursal colombia",c&c energia,cepcolsa,petrobras colombia limited,union temporal mocan sas,petrolifera,omega energy colombia,drilling and workover services ltda,clean energy resources sa,mompos oil company inc,union temporal petrocaribe sa,nct energy group,copp sa,petrolco sa,union temporal moriche (pacific stratus energy),union temporal ijp,ut mocam
Febrero_2015,0,41572.035714285725,65536.21428571429,20421.821428571428,8.571428571428571,1564.357142857143,0,41715.0,32962.5,777.5714285714286,0,18726.214285714286,6553.142857142857,1300.7142857142853,0,0.0,0,3434.464285714286,2976.035714285714,9229.892857142857,1969.2857142857142,0,0,6601.499999999999,22355.321428571428,2817.8928571428573,0.0,22734.428571428576,6893.357142857143,0,0,1.785714285714286,36.17857142857143,0.0,1404.3214285714284,0,4023.928571428572,0,0,4288.214285714286,0,2117.8928571428573,837.9285714285713,221662.6071428571,747.75,170522.67857142855,224621.53142857147,12542.92857142857,29753.53571428571,6365.571428571428,23080.25,0.0,0.4285714285714285,13297.035714285716,309.8214285714286,308.4642857142857,753.8928571428571,781.2142857142857,200.5357142857143,357.9285714285714,58.71428571428572,22.857142857142854,0.0,1513.107142857143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marzo_2015,0,40681.48387096774,64917.6129032258,19430.8064516129,0.3548387096774194,1469.967741935484,0,42793.48387096775,31608.000000000004,684.7096774193549,0,18496.612903225803,5882.064516129032,1267.645161290323,0,0.0,0,628.6451612903224,4421.612903225807,9032.93548387097,1978.8064516129034,0,0,5981.064516129032,24544.161290322583,2882.322580645161,0.0,22481.70967741936,6745.709677419354,0,0,2.419354838709677,36.16129032258065,0.0,1149.8387096774193,0,4302.0,0,0,4062.1612903225805,0,3020.5483870967746,867.4516129032257,215851.48387096776,736.4193548387096,175069.2258064516,223052.12161290317,12802.870967741937,30042.96774193548,6197.516129032258,23024.677419354834,0.0,0.06451612903225806,11727.645161290322,552.6774193548387,305.2258064516129,869.6129032258065,829.1935483870968,179.7741935483871,385.0322580645162,53.80645161290322,22.2258064516129,0.0,1507.709677419355,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abril_2015,0,40085.8,67596.56666666667,19686.46666666667,0.0,1120.0,0,46428.99999999999,31416.43333333333,418.06666666666666,0,20113.399999999998,2998.766666666667,1126.0,0,0.0,0,643.0,3911.3999999999996,8898.133333333335,1911.466666666667,0,0,5249.533333333334,24858.966666666664,3600.4666666666662,0.0,22548.166666666664,6634.5,0,0,1.766666666666667,36.3,0.0,1456.4666666666667,0,4160.633333333333,0,0,4465.8,0,2993.7666666666664,859.7666666666667,217619.90000000002,786.4666666666667,171324.63333333333,228500.73333333337,11737.166666666666,30346.46666666666,5840.666666666667,23792.200000000004,0.0,1.9,11390.566666666666,811.7666666666667,259.0333333333334,822.5333333333333,723.3666666666667,123.5,112.7666666666667,45.13333333333333,21.966666666666665,0.0,1417.033333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayo_2015,0,39901.38709677419,66230.06451612903,11146.290322580646,0.0,1239.290322580645,0,50202.83870967742,31939.90322580645,465.54838709677415,0,19960.25806451612,2977.1290322580653,1139.6451612903227,0,7780.8387096774195,0,1011.7419354838709,3779.8064516129043,8748.290322580644,1831.032258064516,0,0,4584.483870967742,25955.74193548387,3770.129032258064,0.0,22346.48387096774,7012.548387096774,0,0,2.67741935483871,35.64516129032258,0.0,1520.0,0,3851.451612903226,0,0,4729.903225806451,0,2840.5161290322576,756.2903225806452,223999.83870967742,922.7741935483871,167598.41935483873,223751.96774193543,10364.580645161292,29356.25806451613,5686.000000000001,24364.290322580648,0.0,0.0,10554.612903225807,626.3548387096774,244.6774193548387,1037.6774193548388,631.258064516129,138.0,352.8709677419355,55.67741935483871,22.51612903225806,0.0,1388.677419354839,63.64516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junio_2015,0,39956.8,57414.23333333332,10571.5,0.0,1237.2,0,51152.666666666664,30815.13333333333,817.1666666666666,0,20429.43333333333,2982.2333333333336,1226.8999999999996,0,7287.0,0,1716.9,3884.633333333333,8507.933333333334,1787.2666666666664,0,0,3812.166666666667,26692.4,3746.966666666667,0.0,20597.233333333334,7477.000000000001,0,0,2.333333333333333,35.96666666666667,0.0,1650.4333333333334,0,3631.5,0,0,4194.8,0,2749.0333333333338,760.7,220499.40000000002,1026.1000000000001,172345.63333333336,220011.33333333334,10216.533333333333,28898.06666666667,5619.733333333334,24537.833333333336,0.0,0.0,6984.6,598.1666666666666,237.1333333333333,1120.1666666666672,518.4,139.6333333333333,255.8333333333333,48.3,21.999999999999996,59.2,1232.466666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio_2015,0,41072.58064516128,914.0322580645161,11925.935483870968,0.0,1153.225806451613,0,47729.451612903234,27730.645161290326,874.0,0,20789.483870967742,2843.58064516129,1197.1290322580644,0,6690.0,0,1314.741935483871,4735.774193548386,7925.516129032258,1771.8709677419354,0,0,4540.322580645161,26390.06451612903,4020.7096774193556,0.0,21010.483870967742,7267.161290322581,0,0,1.967741935483871,35.51612903225806,0.0,1816.4516129032254,0,4002.903225806452,0,0,4071.677419354839,0,2612.1612903225814,772.2258064516129,176362.0,1279.7741935483868,214885.96774193548,220967.5161290323,9649.967741935485,29222.129032258064,5337.806451612904,24004.645161290322,0.0,0.5806451612903226,6662.709677419355,401.0645161290323,231.9354838709677,1225.548387096774,492.6129032258065,130.9354838709677,0.0,42.51612903225806,21.29032258064516,44.90322580645162,1245.41935483871,64.48387096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agosto_2015,0,40109.225806451606,17478.935483870966,12924.129032258063,0.0,1025.6129032258061,0,52943.870967741925,28951.967741935485,876.258064516129,0,21907.548387096776,2656.0000000000005,1117.4193548387098,0,6374.870967741936,0,1777.483870967742,4971.451612903225,7679.5483870967755,1705.0967741935485,0,0,10760.612903225807,26796.64516129033,4244.0,0.0,21007.774193548386,7215.516129032258,0,0,1.516129032258065,35.93548387096774,0.0,1926.3870967741937,0,4237.322580645161,0,0,4354.451612903225,0,2350.5161290322585,774.1935483870967,174433.51612903224,1203.7741935483868,211269.45161290324,223461.61290322582,9031.32258064516,29191.870967741932,5085.354838709678,23622.645161290322,0.0,0.0,0.0,337.6774193548387,249.8709677419355,1386.0967741935483,552.9032258064516,109.5806451612903,0.0,58.25806451612903,22.58064516129032,91.74193548387096,1252.161290322581,206.4516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Septiembre_2015,0,40568.166666666664,60950.63333333333,12224.266666666666,0.0,993.3666666666667,0,52646.76666666666,28078.799999999996,885.7333333333333,0,21895.066666666662,2514.0,895.7666666666667,0,5799.966666666666,0,197.2,3981.133333333333,7535.133333333333,1654.4666666666667,0,0,10102.033333333333,26718.033333333333,4064.3,0.0,21162.26666666667,7080.200000000001,0,0,1.633333333333333,36.36666666666667,0.0,2176.066666666666,0,4480.366666666667,0,0,4648.7,0,2536.033333333333,779.6999999999999,172164.56666666668,999.1999999999999,214588.33333333328,227234.60000000003,8494.133333333331,28026.833333333336,5010.066666666668,23244.56666666667,0.0,0.0,0.0,439.8333333333333,251.4,1369.0,468.6666666666667,108.7,0.0,54.06666666666667,22.46666666666667,93.16666666666667,1121.466666666667,225.8666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octubre_2015,0,40014.354838709674,64880.93548387097,11814.612903225809,4.548387096774194,1013.258064516129,0,52433.032258064515,26362.870967741936,894.8387096774194,0,22675.41935483871,2455.0322580645166,846.1290322580645,0,4784.709677419354,0,198.9677419354839,3530.6451612903224,7277.967741935484,1631.3548387096773,0,0,9047.806451612903,30036.19354838709,3937.9677419354834,0.0,21248.29032258064,7054.161290322581,0,0,1.967741935483871,34.80645161290322,1.741935483870968,2180.5483870967746,0,4264.903225806452,0,0,4228.548387096775,0,2494.6774193548385,811.1612903225807,168052.03225806452,1110.516129032258,215584.1612903226,226283.54838709673,8248.83870967742,27584.483870967742,4859.74193548387,22823.96774193548,0.0,0.0,0.0,404.6451612903226,251.2258064516129,1384.0967741935488,455.8387096774193,110.1290322580645,0.0,30.41935483870968,20.677419354838708,67.0,1048.58064516129,160.7741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noviembre_2015,0,39877.76666666668,50919.53333333334,11596.099999999999,47.43333333333333,861.4666666666667,0,52148.100000000006,24462.3,687.6333333333333,0,25818.83333333334,2571.7666666666664,1077.2,0,3229.5,0,1628.5,3080.2000000000003,6792.866666666666,1061.1,0,0,8953.333333333332,33585.566666666666,4369.733333333334,0.0,21293.166666666668,6945.4333333333325,0,0,1.4,34.5,0.0,2424.833333333333,0,4052.3,0,0,4346.366666666667,0,2479.1000000000004,773.2666666666667,167524.3333333333,930.6666666666666,216187.86666666667,222750.1666666667,8496.3,27758.399999999998,4671.633333333333,22524.333333333332,0.0,0.0,0.0,294.1333333333333,251.1666666666667,1502.3333333333337,433.5666666666667,107.7,0.0,49.8,23.13333333333333,92.3,971.7333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diciembre_2015,0,38306.0,62644.193548387106,10273.645161290324,53.93548387096774,959.5806451612904,0,53686.51612903226,23972.77419354839,783.9677419354839,0,25396.096774193546,2535.7741935483873,1051.1612903225807,0,2643.161290322581,0,2188.9032258064517,2539.516129032258,6875.064516129032,1084.6774193548388,0,0,9795.258064516129,33764.06451612903,4211.870967741936,0.0,20815.93548387097,6875.032258064517,0,0,0.7419354838709677,34.45161290322581,0.0,2146.645161290323,0,3792.58064516129,0,0,4290.741935483871,0,2491.4838709677415,826.9677419354839,167374.87096774194,1026.0967741935483,218825.54838709676,221628.09677419357,8457.709677419352,27548.74193548387,4591.677419354839,22040.548387096773,0.0,0.0,0.0,180.0,250.4193548387097,1547.1612903225805,0.0,103.1935483870968,0.0,43.61290322580645,23.5483870967742,100.9032258064516,957.3548387096774,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enero_2016,0,36718.48387096774,60955.12903225807,11800.451612903227,0,804.7741935483871,0,54251.225806451606,23515.290322580648,836.6129032258065,0.0,24049.258064516132,2108.258064516129,1013.8387096774193,0,2923.193548387097,219750.51612903224,2069.1612903225805,2642.258064516129,6937.580645161292,1064.9354838709678,0.0,0.0,7526.419354838708,32827.29032258065,4119.064516129033,0,21123.74193548387,6847.1612903225805,0,0,3.225806451612903,34.54838709677419,0.0,2247.064516129032,0,3568.516129032258,0,0,3756.3870967741937,0,2537.7096774193546,957.516129032258,167121.41935483873,1272.9032258064512,219972.19354838712,36.54838709677419,7427.90322580645,27716.48387096775,0,22035.419354838712,0,0,0,0,313.9032258064516,1569.838709677419,0,66.29032258064517,0,42.83870967741935,21.0,41.25806451612903,1099.032258064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Febrero_2016,0,37095.51724137931,57118.99999999999,11582.379310344826,0,803.6206896551724,0,52611.48275862069,23099.724137931036,805.103448275862,0.0,23921.379310344826,1492.5172413793105,981.3793103448277,0,2270.068965517242,205085.93103448272,1771.448275862069,2308.275862068966,6477.862068965517,1052.6206896551723,0.0,0.0,6858.2758620689665,31661.551724137935,4006.137931034483,0,21497.344827586207,6850.655172413793,0,0,2.793103448275862,28.0,0.0,2065.9310344827586,0,3330.103448275862,0,0,2532.8275862068967,0,2432.448275862069,835.9310344827586,163938.06896551725,1017.6206896551723,221817.0,24.37931034482759,7010.55172413793,26495.58620689655,0,21016.448275862072,0,0,0,0,312.448275862069,1506.9999999999998,0,67.93103448275862,0,38.20689655172414,8.172413793103448,0.0,1118.51724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marzo_2016,0,36047.806451612894,55810.967741935485,11297.064516129034,0,843.6774193548388,0,52123.19354838709,22531.516129032258,821.7096774193549,5.548387096774194,9388.064516129032,1388.6129032258066,978.2903225806451,0,1932.3870967741937,202672.3870967742,1680.9354838709678,1994.032258064516,6420.967741935485,1009.9032258064516,0.0,0.0,8730.806451612903,31759.129032258068,4512.322580645162,0,21180.677419354837,6612.903225806452,0,0,1.612903225806452,20.70967741935484,0.0,1913.8709677419358,0,3209.516129032258,0,0,137.29032258064518,0,2378.9032258064517,0.0,154692.87096774194,1122.4838709677415,218001.64516129033,22.25806451612903,6529.129032258064,25848.8064516129,0,20790.93548387097,0,0,0,0,280.1612903225807,1435.064516129032,0,87.41935483870968,0,38.54838709677419,0.06451612903225806,0.0,955.9677419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abril_2016,0,35578.333333333336,55205.23333333333,13085.533333333335,0,876.0666666666666,0,52738.53333333333,22795.9,832.3333333333334,74.06666666666666,18372.899999999998,1282.5,893.6666666666666,0,1790.1333333333334,198200.56666666662,1838.1666666666667,1910.9666666666662,6580.799999999999,943.7666666666667,1416.666666666667,0.0,9020.5,30623.800000000003,4602.133333333334,0,21450.699999999993,6404.599999999999,0,0,0.6666666666666666,24.26666666666667,0.0,1681.7666666666664,0,3066.8,0,0,2470.166666666666,0,2334.2333333333336,0.0,151689.7666666667,1098.7666666666667,212653.4,20.3,6213.633333333332,24893.199999999997,0,21220.166666666664,0,0,0,0,260.6666666666667,0.0,0,0.0,0,40.5,0.0,0.0,901.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayo_2016,0,34220.1935483871,54260.70967741936,12793.161290322581,0,843.1612903225806,0,52833.709677419356,23126.451612903227,839.6774193548387,64.87096774193549,22213.451612903224,1243.6774193548385,878.9354838709677,0,1843.6774193548385,195519.54838709676,3128.935483870968,1758.0645161290327,6166.5161290322585,911.1612903225806,1444.5161290322576,1019.0967741935484,8242.419354838708,30331.999999999996,10588.90322580645,0,21164.41935483871,6281.548387096775,0,0,2.709677419354839,26.32258064516129,0.0,1604.4193548387098,0,2937.967741935484,0,0,3545.0645161290317,0,2359.967741935484,0.0,149856.87096774194,0.0,209917.1935483871,45.58064516129032,0.0,23533.548387096773,0,20070.22580645161,0,0,0,0,0.0,0.0,0,0.0,0,38.87096774193548,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junio_2016,0,34210.1,53861.999999999985,11224.2,0,792.0333333333333,0,53317.50000000001,22245.8,774.5666666666667,76.7,21896.533333333336,1144.0333333333333,868.9666666666667,0,2064.0666666666666,191091.33333333337,1623.8000000000002,1764.3666666666668,5836.466666666666,891.7666666666667,1500.4666666666667,1112.2666666666667,6418.133333333333,30720.73333333333,10055.000000000002,0,20668.63333333333,6228.166666666667,0,0,2.933333333333333,26.36666666666667,0.3,1501.8000000000002,0,2792.566666666667,0,0,3432.2666666666664,0,2307.766666666667,0.0,149494.06666666665,0.0,206089.43333333335,51.6,0.0,22836.86666666667,0,19290.366666666665,0,0,0,0,0.0,0.0,0,0.0,0,37.66666666666666,0.06666666666666667,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio_2016,0,33821.74193548387,23316.96774193548,12082.419354838708,0,462.38709677419354,0,47604.09677419355,21009.25806451613,805.6774193548388,70.6774193548387,21466.516129032254,837.0645161290322,863.3870967741934,0,2334.0967741935483,54389.0,1790.9354838709676,1843.1290322580649,5658.096774193549,878.516129032258,1487.1612903225807,1027.5483870967741,4305.1612903225805,30833.774193548386,9489.51612903226,0,19461.064516129038,6280.709677419355,0,0,2.258064516129032,25.03225806451613,0.0,1445.8064516129032,0,2692.612903225806,0,0,3343.7096774193546,0,2350.193548387097,0.0,146668.064516129,0.0,341923.25806451606,49.25806451612903,0.0,23068.032258064515,0,18835.967741935485,0,0,0,0,0.0,0.0,0,0.0,0,22.83870967741936,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agosto_2016,0,33989.35483870967,21277.548387096773,12036.967741935485,0,510.03225806451616,0,47147.709677419356,20377.516129032258,821.5806451612902,71.06451612903226,20830.61290322581,686.8387096774193,893.8387096774193,0,1977.483870967742,53080.51612903226,1669.9677419354837,1750.7419354838705,5672.806451612902,862.8064516129032,1485.290322580645,963.9677419354839,2588.709677419355,34129.48387096774,8845.548387096775,0,19455.354838709678,6160.354838709677,0,0,2.258064516129032,26.83870967741936,85.61290322580645,1384.032258064516,0,2589.677419354839,0,0,817.4193548387098,0,2365.1290322580644,0.0,146582.90322580645,0.0,336042.2258064517,37.87096774193548,0.0,22011.064516129023,0,17865.0,0,0,0,0,0.0,0.0,0,0.0,0,36.06451612903226,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Septiembre_2016,0,33588.4,52689.466666666674,10583.266666666665,0,530.0666666666667,0,47380.433333333334,20572.500000000004,828.4,80.66666666666667,20414.7,931.6333333333332,813.6999999999999,0,1886.7666666666664,50806.4,1613.6666666666667,1575.333333333333,5318.400000000001,886.0666666666667,1500.4333333333334,1160.0333333333333,6869.066666666666,34972.399999999994,9384.333333333332,0,20182.133333333335,6140.200000000001,0,0,2.1,26.26666666666667,0.0,1338.7333333333333,0,2597.8,0,0,4281.466666666666,0,2353.2333333333327,0.0,144968.93333333332,0.0,330203.2666666666,138.59999999999997,0.0,23513.666666666664,0,18457.066666666666,0,0,0,0,0.0,0.0,0,0.0,0,35.93333333333333,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octubre_2016,0,32706.709677419352,51210.41935483871,11304.451612903224,0,460.51612903225805,0,47374.41935483871,20912.290322580644,783.6774193548387,71.96774193548387,18507.32258064516,1108.741935483871,842.0322580645161,0,1511.6774193548385,46708.03225806453,1380.774193548387,1495.9677419354834,5111.032258064516,879.4516129032257,1499.483870967742,1015.9354838709678,8442.290322580644,36353.45161290323,9230.870967741934,0,19097.451612903227,6248.806451612903,0,0,0.967741935483871,22.12903225806452,0.0,1357.9354838709678,0,2444.322580645161,0,0,4310.483870967742,0,2237.774193548387,0.0,146149.41935483873,0.0,322738.87096774194,713.6451612903227,0.0,23305.387096774193,0,19055.032258064515,0,0,0,0,0.0,0.0,0,0.0,0,34.64516129032258,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noviembre_2016,0,32964.46,49227.33333333333,10281.133333333333,0,479.8333333333333,0,45562.23333333333,21785.6,1063.1,63.46666666666667,19343.000000000004,1102.4666666666667,901.4666666666667,0,1436.5333333333333,49493.899999999994,1475.0333333333333,1407.0333333333333,5024.033333333334,842.8666666666667,1483.766666666667,966.7,8703.966666666667,38224.40000000001,8631.199999999999,0,21260.3,6910.4,0,0,0.6666666666666666,26.5,0.0,1337.0333333333333,0,2336.033333333333,0,0,4221.733333333334,0,2203.1333333333337,0.0,146011.66666666663,0.0,326756.6,786.3666666666667,0.0,23223.933333333334,0,19546.366666666665,0,0,0,0,0.0,0.0,0,0.0,0,21.36666666666667,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diciembre_2016,0,32520.643548387096,40998.32258064517,9382.870967741937,0,413.7096774193548,0,45839.03225806451,21066.25806451613,1404.5806451612902,70.96774193548387,20979.58064516129,1138.7741935483873,821.258064516129,0,1615.0,50599.22580645161,1719.4193548387098,1350.7741935483873,4766.483870967742,834.0,1459.0322580645156,1003.8387096774193,8398.838709677419,38193.48387096774,7957.516129032258,0,21151.54612903226,7483.064516129032,0,0,0.5483870967741935,28.58064516129032,0.0,1281.516129032258,0,2237.225806451613,0,0,4072.451612903226,0,2164.1935483870966,0.0,148181.67741935482,0.0,316240.77419354836,724.3225806451613,0.0,22502.38709677419,0,18823.0,0,0,0,0,0.0,0.0,0,0.0,0,32.45161290322581,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enero_2017,475738.15225806454,32486.870967741932,49389.161290322576,10949.483870967742,669.1935483870968,383.48387096774195,19616.77419354839,44191.54838709677,22227.129032258064,1970.4838709677424,60.83870967741935,20899.225806451614,1110.967741935484,978.516129032258,22881.03225806451,1469.032258064516,52319.67741935484,1881.6774193548383,1455.8387096774188,4830.709677419355,840.0322580645161,1491.3548387096776,1080.8387096774195,6872.354838709676,39111.70967741935,7621.4838709677415,0.0,20373.064516129038,7636.58064516129,0.0,0.0,0.1935483870967742,26.90322580645161,0.0,1535.0967741935483,0.0,2130.548387096774,0.0,0.0,4026.935483870968,33.45161290322581,2187.258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Febrero_2017,474561.7142857143,32662.464285714286,50452.14285714286,9293.178571428572,609.8928571428571,372.2857142857142,18844.035714285714,45405.07142857143,23165.142857142855,2535.428571428572,52.46428571428572,21399.570999999996,1140.5714285714287,945.0,22606.250000000004,1410.7142857142858,55024.642857142855,2017.571428571429,1455.642857142857,4819.071428571428,824.4642857142858,1472.2857142857142,1050.1785714285716,6683.000000000001,40737.0,8427.285714285714,0.0,18785.821428571435,7154.0714285714275,0.0,7.714285714285714,0.1428571428571428,26.03571428571428,0.0,2063.642857142858,0.0,2038.178571428571,0.0,0.2142857142857143,4264.0,32.17857142857143,2174.785714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marzo_2017,454892.06838709686,31636.677419354844,8404.741935483871,8310.064516129032,541.9677419354839,373.35483870967744,18689.935483870966,45107.51612903226,23433.451612903227,2020.7683870967749,30.51612903225806,21623.225806451617,1405.6129032258063,971.3548387096773,22520.80645161291,1452.1290322580644,55077.51612903226,1963.7096774193556,1383.9032258064515,4633.25806451613,834.6451612903226,1446.0967741935478,1121.0645161290324,6823.516129032258,44531.67741935483,8005.57870967742,0.0,19461.096774193553,7369.032258064517,0.0,7.32258064516129,0.1935483870967742,25.32258064516129,0.0,1908.5161290322578,0.0,1827.193548387097,0.0,0.2258064516129032,4345.870967741936,31.19354838709678,2098.096774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abril_2017,469466.729,31213.433333333334,49794.83333333333,10841.233333333334,1204.565,191.16666666666663,17528.6,42961.63333333334,22552.300000000003,2578.5443333333337,51.96666666666667,21195.43333333333,1593.8666666666668,1053.8666666666668,22716.566666666662,1397.7,53888.7,2171.8666666666672,1273.2333333333333,4465.733333333334,807.1070000000001,1587.1333333333332,972.6666666666667,7324.533333333333,44531.76666666667,7770.4,0.0,18259.86666666667,8363.199999999999,0.0,0.0,0.1333333333333333,26.36666666666667,0.0,1852.3333333333335,0.0,1838.833333333333,0.0,0.1,4846.466666666667,29.86666666666667,2076.4000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayo_2017,456274.8270967741,30774.387096774193,51310.25806451612,9960.741935483871,1067.302258064516,67.54838709677419,17887.76516129032,47733.161290322576,22201.354838709674,4126.349032258066,54.09677419354838,21153.28,1385.667741935484,1005.2903225806451,23759.440645161292,1367.8709677419354,51716.49548387097,2145.5674193548393,1235.8709677419356,4426.205806451613,808.5806451612904,1768.1032258064513,1072.9429032258065,7679.870967741935,44140.37064516128,7849.041612903226,28.38709677419355,19064.548387096773,9531.416129032257,0.0,28.54838709677419,1.580645161290323,32.51612903225806,259.1838709677419,1655.5161290322578,0.0,1956.451612903226,4.621290322580645,0.2712903225806452,4793.709677419355,28.29032258064516,2150.9696774193553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junio_2017,467991.2623333334,30055.836333333336,50344.96666666667,7063.566666666667,490.73366666666675,284.1333333333333,18362.494333333336,40028.46666666667,22166.86666666667,4131.881333333333,53.00633333333334,20795.202999999998,1619.209,1000.4496666666668,24212.225,1351.4333333333332,51770.75966666667,2072.525333333334,1116.415,4366.9203333333335,794.5333333333334,1939.1016666666674,1017.6536666666667,8700.418333333333,46678.138999999996,7707.897333333334,57.2,18953.199999999997,1235.1793333333333,10027.418999999998,0.0,3.985666666666666,33.503,0.0,1610.4333333333334,49.99633333333334,1807.187,375.657,0.333,4577.266666666666,28.74966666666667,2125.0819999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
